,CS_PropertyID,cluster,size,empl_gr,Rent_x_x,leasing_rate,stories,age,renovated,class_a,class_b,LEED,Energystar,green_rating,net,amenities,cd_total_07,hd_total07,total_dd_07,Precipitation,Gas_Costs,Electricity_Costs,cluster_rent,hd_total07_quantiles,cd_total_07_quantiles,Rent_y,Rent_x_y
1862,249326,509,63000,2.38,40.8,100.0,5,44,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.08,1000-2000,<1000,29.557522168735677,28.682853705486117
1863,249335,509,103316,2.38,43.81,97.94,10,44,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.08,1000-2000,<1000,29.557522168735677,28.682853705486117
1864,5360564,509,2495,2.38,50.51,0.0,2,71,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.08,1000-2000,<1000,29.557522168735677,28.682853705486117
1865,248578,509,74950,2.38,51.24,89.19,3,24,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.08,1000-2000,<1000,29.557522168735677,28.682853705486117
1866,98457,509,227437,2.38,58.57,93.35,10,35,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.08,1000-2000,<1000,29.557522168735677,28.682853705486117
1867,247390,510,484154,2.38,31.97,71.5,21,37,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1868,27050,510,50000,2.38,33.0,95.6,4,42,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1869,247343,510,280500,2.38,36.0,91.75,14,44,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1870,247386,510,311400,2.38,39.33,98.16,15,37,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1871,254039,510,12000,2.38,42.0,56.67,3,16,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1872,42171,510,450000,2.38,48.0,97.5,23,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1873,247400,510,492139,2.38,49.69,96.33,20,39,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.295,1000-2000,<1000,29.557522168735677,28.682853705486117
1874,600551,511,13000,2.38,24.0,100.0,2,66,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,29.87,1000-2000,<1000,29.557522168735677,28.682853705486117
1875,248747,511,530000,2.38,29.19,92.1,11,60,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,29.87,1000-2000,<1000,29.557522168735677,28.682853705486117
1876,248723,511,42880,2.38,29.87,94.86,5,58,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,29.87,1000-2000,<1000,29.557522168735677,28.682853705486117
1877,248724,511,409118,2.38,38.09,91.18,27,43,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,29.87,1000-2000,<1000,29.557522168735677,28.682853705486117
1878,247478,514,6600,2.38,31.22,72.73,2,42,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.72,1000-2000,<1000,29.557522168735677,28.682853705486117
1879,246995,514,33600,2.38,33.0,100.0,3,30,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,41.72,1000-2000,<1000,29.557522168735677,28.682853705486117
1880,256473,514,88338,2.38,45.0,79.15,6,37,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.72,1000-2000,<1000,29.557522168735677,28.682853705486117
1881,246972,514,343421,2.38,50.98,97.89,19,22,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,41.72,1000-2000,<1000,29.557522168735677,28.682853705486117
1882,254216,514,32450,2.38,51.0,86.4,3,15,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.72,1000-2000,<1000,29.557522168735677,28.682853705486117
1883,313321,515,19375,1.77,13.26,55.63,5,21,0,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1884,313296,515,79670,1.77,19.1,87.75,6,78,1,0,1,0,0,0,1,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1885,103311,515,8963,1.77,19.8,100.0,1,45,1,0,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1886,313380,515,29922,1.77,19.8,94.32,3,24,0,0,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1887,314124,515,10400,1.77,19.8,100.0,2,47,0,0,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1888,313253,515,81273,1.77,22.06,47.54,12,80,0,0,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1889,624505,515,40000,1.77,24.74,87.25,4,47,0,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1890,35335,515,38325,1.77,26.4,97.8,4,111,1,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1891,313242,515,277000,1.77,27.95,65.94,20,25,0,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1892,313254,515,223475,1.77,30.9,74.08,14,82,1,0,1,0,0,0,0,1,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1893,313239,515,447159,1.77,31.42,87.96,22,38,1,1,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1894,313235,515,338905,1.77,32.3,86.38,24,33,1,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1895,313229,515,559392,1.77,33.09,84.75,34,18,0,1,0,0,0,0,0,1,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1896,313294,515,68031,1.77,36.0,91.74,6,21,0,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1897,314127,515,21000,1.77,36.0,7.14,4,79,1,0,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1898,596446,515,48161,1.77,45.0,84.18,4,62,1,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,27.175,1000-2000,<1000,29.557522168735677,28.682853705486117
1899,247390,516,484154,2.38,31.97,71.5,21,37,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1900,27050,516,50000,2.38,33.0,95.6,4,42,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1901,247517,516,1124719,2.38,33.0,91.85,44,32,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1902,247343,516,280500,2.38,36.0,91.75,14,44,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1903,247386,516,311400,2.38,39.33,98.16,15,37,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1904,42171,516,450000,2.38,48.0,97.5,23,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1905,247400,516,492139,2.38,49.69,96.33,20,39,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1906,679445,516,775541,2.38,60.0,85.01,12,0,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1907,42172,516,824106,2.38,91.04,98.5,39,17,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1908,26990,517,34500,2.38,27.0,100.0,4,24,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,30.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1909,248787,517,96000,2.38,30.0,33.44,7,31,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,30.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1910,249186,517,212206,2.38,33.38,84.89,14,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,30.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1911,249452,518,32535,2.38,27.0,92.8,3,47,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1912,249458,518,88302,2.38,34.2,93.82,7,44,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1913,27225,518,44253,2.38,42.0,81.41,5,50,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1914,249460,518,49006,2.38,46.8,90.18,3,18,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1915,5335788,518,27679,2.38,53.79,100.0,6,66,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1916,468241,518,4400,2.38,54.0,100.0,1,55,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1917,249463,518,108452,2.38,58.5,100.0,3,18,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.4,1000-2000,<1000,29.557522168735677,28.682853705486117
1918,279465,520,35085,2.38,25.74,100.0,2,29,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1919,279786,520,20806,2.38,25.8,72.55,2,28,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1920,279467,520,30027,2.38,26.4,87.35,2,33,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1921,280743,520,17878,2.38,26.4,100.0,2,33,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1922,120180,520,37738,2.38,27.0,93.82,3,28,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1923,279782,520,24592,2.38,27.0,97.65,2,28,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1924,279788,520,24960,2.38,27.65,94.22,2,28,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1925,279354,520,25771,2.38,28.6,97.66,2,32,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1926,279469,520,202031,2.38,33.52,97.1,10,26,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1927,279348,520,317153,2.38,35.25,98.25,6,16,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1928,280322,520,55010,2.38,36.0,88.68,4,20,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1929,279405,520,82007,2.38,37.2,83.02,6,35,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1930,288096,520,186724,2.38,38.4,100.0,10,28,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,28.125,1000-2000,<1000,29.557522168735677,28.682853705486117
1931,247390,524,484154,2.38,31.97,71.5,21,37,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1932,27050,524,50000,2.38,33.0,95.6,4,42,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1933,247517,524,1124719,2.38,33.0,91.85,44,32,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1934,247343,524,280500,2.38,36.0,91.75,14,44,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1935,247386,524,311400,2.38,39.33,98.16,15,37,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1936,254039,524,12000,2.38,42.0,56.67,3,16,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1937,42171,524,450000,2.38,48.0,97.5,23,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1938,247400,524,492139,2.38,49.69,96.33,20,39,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1939,42172,524,824106,2.38,91.04,98.5,39,17,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,40.665,1000-2000,<1000,29.557522168735677,28.682853705486117
1940,252361,527,6144,2.38,30.0,100.0,2,52,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,47.015,1000-2000,<1000,29.557522168735677,28.682853705486117
1941,246950,527,26500,2.38,49.03,100.0,3,17,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,47.015,1000-2000,<1000,29.557522168735677,28.682853705486117
1942,83684,527,79490,2.38,53.33,97.58,11,29,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,47.015,1000-2000,<1000,29.557522168735677,28.682853705486117
1943,247478,528,6600,2.38,31.22,72.73,2,42,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,39.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1944,246995,528,33600,2.38,33.0,100.0,3,30,0,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,39.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1945,246972,528,343421,2.38,50.98,97.89,19,22,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,39.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1946,1334254,529,7000,2.38,39.36,58.57,2,72,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75,1000-2000,<1000,29.557522168735677,28.682853705486117
1947,249445,529,55000,2.38,52.5,89.68,3,39,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75,1000-2000,<1000,29.557522168735677,28.682853705486117
1948,249442,529,295693,2.38,67.08,98.69,13,43,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.75,1000-2000,<1000,29.557522168735677,28.682853705486117
1949,1334254,530,7000,2.38,39.36,58.57,2,72,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75,1000-2000,<1000,29.557522168735677,28.682853705486117
1950,249445,530,55000,2.38,52.5,89.68,3,39,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.75,1000-2000,<1000,29.557522168735677,28.682853705486117
1951,249442,530,295693,2.38,67.08,98.69,13,43,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.75,1000-2000,<1000,29.557522168735677,28.682853705486117
1952,1467604,533,90607,2.38,33.0,100.0,5,12,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1953,248850,533,110000,2.38,34.2,82.91,3,27,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1954,623257,533,285516,2.38,41.12,97.04,12,5,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1955,528007,533,286210,2.38,57.0,89.82,12,6,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1956,363882,534,7776,2.38,24.0,88.68,2,74,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1957,48078,534,26135,2.38,26.64,95.18,4,22,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1958,246857,534,19849,2.38,31.69,81.97,4,22,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1959,246875,534,21302,2.38,34.2,100.0,2,38,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1960,246870,534,292056,2.38,53.67,98.21,20,18,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1961,48078,535,26135,2.38,26.64,95.18,4,22,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,34.2,1000-2000,<1000,29.557522168735677,28.682853705486117
1962,246857,535,19849,2.38,31.69,81.97,4,22,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,34.2,1000-2000,<1000,29.557522168735677,28.682853705486117
1963,246875,535,21302,2.38,34.2,100.0,2,38,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,34.2,1000-2000,<1000,29.557522168735677,28.682853705486117
1964,246870,535,292056,2.38,53.67,98.21,20,18,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,34.2,1000-2000,<1000,29.557522168735677,28.682853705486117
1965,5632706,536,8242,2.38,39.09,0.0,1,29,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.61,1000-2000,<1000,29.557522168735677,28.682853705486117
1966,1470792,536,10700,2.38,39.6,51.4,2,1,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.61,1000-2000,<1000,29.557522168735677,28.682853705486117
1967,710529,536,24977,2.38,40.8,0.0,2,0,0,0,1,0,0,0,1,0,684,1419,2103,22.71,0.01029615,0.037807737,44.61,1000-2000,<1000,29.557522168735677,28.682853705486117
1968,247500,536,163211,2.38,44.61,100.0,6,49,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,44.61,1000-2000,<1000,29.557522168735677,28.682853705486117
1969,254907,536,63355,2.38,45.0,96.95,7,42,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,44.61,1000-2000,<1000,29.557522168735677,28.682853705486117
1970,251036,536,20469,2.38,48.0,100.0,4,44,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,44.61,1000-2000,<1000,29.557522168735677,28.682853705486117
1971,1467604,537,90607,2.38,33.0,100.0,5,12,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1972,248850,537,110000,2.38,34.2,82.91,3,27,1,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1973,623257,537,285516,2.38,41.12,97.04,12,5,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1974,528007,537,286210,2.38,57.0,89.82,12,6,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,41.12,1000-2000,<1000,29.557522168735677,28.682853705486117
1975,246772,538,21444,2.38,3.0,84.14,3,50,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,47.5,1000-2000,<1000,29.557522168735677,28.682853705486117
1976,632977,538,10500,2.38,48.0,89.52,2,53,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,47.5,1000-2000,<1000,29.557522168735677,28.682853705486117
1977,246850,538,313304,2.38,81.0,98.7,22,42,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,47.5,1000-2000,<1000,29.557522168735677,28.682853705486117
1978,313367,539,102918,1.77,33.0,69.55,4,22,0,0,1,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,37.8,1000-2000,<1000,29.557522168735677,28.682853705486117
1979,313293,539,115571,1.77,34.05,97.92,6,20,0,1,0,0,0,0,0,1,744,1402,2146,22.71,0.01029615,0.037807737,37.8,1000-2000,<1000,29.557522168735677,28.682853705486117
1980,313368,539,96490,1.77,37.8,85.08,4,19,0,1,0,0,0,0,0,0,744,1402,2146,22.71,0.01029615,0.037807737,37.8,1000-2000,<1000,29.557522168735677,28.682853705486117
1981,314413,539,41500,1.77,38.4,100.0,2,19,0,0,1,0,0,0,1,0,744,1402,2146,22.71,0.01029615,0.037807737,37.8,1000-2000,<1000,29.557522168735677,28.682853705486117
1982,247390,541,484154,2.38,31.97,71.5,21,37,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1983,27050,541,50000,2.38,33.0,95.6,4,42,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1984,247517,541,1124719,2.38,33.0,91.85,44,32,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1985,247386,541,311400,2.38,39.33,98.16,15,37,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1986,254039,541,12000,2.38,42.0,56.67,3,16,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1987,42171,541,450000,2.38,48.0,97.5,23,25,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1988,247400,541,492139,2.38,49.69,96.33,20,39,1,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1989,247535,541,199534,2.38,51.0,90.11,19,40,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1990,679445,541,775541,2.38,60.0,85.01,12,0,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1991,42172,541,824106,2.38,91.04,98.5,39,17,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,48.0,1000-2000,<1000,29.557522168735677,28.682853705486117
1992,363882,544,7776,2.38,24.0,88.68,2,74,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1993,48078,544,26135,2.38,26.64,95.18,4,22,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1994,246857,544,19849,2.38,31.69,81.97,4,22,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1995,246875,544,21302,2.38,34.2,100.0,2,38,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1996,246870,544,292056,2.38,53.67,98.21,20,18,0,1,0,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,32.945,1000-2000,<1000,29.557522168735677,28.682853705486117
1997,249452,547,32535,2.38,27.0,92.8,3,47,1,0,1,0,0,0,0,1,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
1998,249402,547,30000,2.38,34.2,88.37,4,50,1,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
1999,249396,547,17029,2.38,35.4,100.0,3,54,1,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
2000,27225,547,44253,2.38,42.0,81.41,5,50,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
2001,249395,547,32687,2.38,42.6,61.54,3,21,0,0,1,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
2002,249404,547,80118,2.38,48.0,0.0,3,17,0,1,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
2003,5335788,547,27679,2.38,53.79,100.0,6,66,0,0,0,0,0,0,0,0,684,1419,2103,22.71,0.01029615,0.037807737,45.3,1000-2000,<1000,29.557522168735677,28.682853705486117
